时间,商品名称,SKU,品牌,一级类目,二级类目,三级类目,店铺名称,供应商简码,供应商名称,是否售完即止,是否影分身,是否虚拟组套,是否虚拟品类,上下柜状态,上柜时间,是否平行库存,是否赠品,SPU编码,条形码,商品价格,仓网类型,重量,RDC,配送中心,上级B配送中心编码,上级B配送中心名称,库存件数,现货库存,内配在途库存,内配入,内配出,已锁定,可用库存,采购未到货,可订购库存,订单预定,VMI库存,不可售,昨日出库商品件数,近7日出库商品件数,近14日出库商品件数,近28日出库商品件数,7日有货天数,14日有货天数,28日有货天数,30日有货天数,预计可售天数,无货pv,月至今无货pv,PV现货率,月至今pv现货率,月至今退供应商件数,B仓京东可用库存
55,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,重庆,,23411,成都补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,郑州,,23409,武汉补货B,10,10,0,0,0,0,10,0,10,0,0,0,0,0,3,6,7,14,28,30,56,0,0,1,1,0,0
57,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,太原,,23412,济南补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,0,4,7,14,28,30,56,0,0,0,1,0,0
58,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,长沙,,23409,武汉补货B,14,14,0,0,0,0,14,0,14,0,0,0,0,0,0,2,7,14,28,30,196,0,0,0,0,0,0
59,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,兰州,,23410,西安补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,0,10,10,7,14,24,24,136,0,0,0,1,0,0
60,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,合肥,,23389,苏州补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,0,2,16,7,14,28,30,31.7,0,0,1,1,0,0
61,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,昆明,,23411,成都补货B,11,11,0,0,0,0,11,0,11,0,0,0,0,4,4,12,7,14,24,26,22,0,0,1,1,0,0
62,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,长春,,23408,沈阳补货B,10,10,0,0,0,0,10,0,10,0,0,0,0,7,7,17,7,14,28,30,16.5,0,0,0,1,0,0
63,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,驻马店,,23409,武汉补货B,10,10,0,0,0,0,10,0,10,0,0,0,1,1,1,1,7,14,28,30,280,0,0,1,1,0,0
64,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,唐山,,23217,北京补货B,22,22,0,0,0,3,19,0,22,0,0,0,0,3,3,10,7,14,28,30,53.2,0,0,0,1,0,0
65,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,南京,,23389,苏州补货B,18,18,0,0,0,0,18,0,18,0,0,0,0,4,13,14,7,14,27,27,486,0,0,0,1,0,0
66,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,济宁,,23412,济南补货B,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,德州,,23412,济南补货B,25,25,0,0,0,0,25,0,25,0,0,0,1,3,18,34,7,14,28,30,26.9,0,0,1,1,0,0
68,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,鹤壁,,23409,武汉补货B,14,14,0,0,0,0,14,0,14,0,0,0,0,1,2,2,7,14,14,14,65.3,0,0,1,1,0,0
69,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 3XL码16片,1.00197258444e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474705e+12,79,自营中小件,600,沈阳,,23408,沈阳补货B,28,28,0,0,0,0,28,0,28,0,0,0,2,6,6,13,7,14,28,30,60.3,0,0,1,1,0,0
71,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,广州,,23063,广州补货B,44,44,0,0,0,0,44,0,44,0,0,0,5,8,21,46,7,14,28,30,41,0,0,1,1,0,0
72,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,邢台配送中心,,23412,济南补货B,14,14,0,0,0,0,14,0,14,0,0,0,2,2,2,29,2,2,2,2,4.7,0,0,0,1,0,0
73,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
75,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
76,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
77,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
78,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
81,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,上海,,23389,苏州补货B,29,29,0,0,0,0,29,32,61,0,0,0,1,4,11,34,7,14,28,30,63.6,0,0,1,1,0,0
82,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,西安,,23410,西安补货B,64,64,0,0,0,0,64,18,82,0,0,0,0,2,25,45,3,10,24,26,34.1,0,1,1,0.9375,0,0
83,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,成都,,23411,成都补货B,10,10,0,0,0,0,10,0,10,0,0,0,0,0,0,2,7,14,28,30,1060,0,0,1,1,0,0
84,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,武汉,,23409,武汉补货B,33,33,0,0,0,0,33,0,33,0,0,0,0,0,10,17,7,14,28,30,231,0,0,0,1,0,0
85,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,杭州,,23389,苏州补货B,15,15,0,0,0,0,15,0,15,0,0,0,0,0,3,10,7,14,28,30,140,0,0,0,1,0,0
86,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,北京,,23217,北京补货B,29,29,0,0,0,3,26,32,61,0,0,0,0,13,19,37,7,14,28,30,15.2,0,7,1,0.708333333,0,0
87,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,重庆,,23411,成都补货B,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,郑州,,23409,武汉补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,11,7,14,28,30,8.2,0,0,1,1,0,0
89,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,太原,,23412,济南补货B,5,5,0,0,0,0,5,0,5,0,0,0,0,0,2,2,7,14,28,30,70,0,0,0,0,0,0
90,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,大连,,23408,沈阳补货B,19,19,0,0,0,0,19,0,19,0,0,0,0,0,0,1,7,14,28,30,532,0,0,0,0,0,0
91,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,长沙,,23409,武汉补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,0,2,7,14,28,30,224,0,0,0,1,0,0
92,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,兰州,,23410,西安补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,3,6,12,7,14,24,24,14,0,0,0,1,0,0
93,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,宿迁,,23389,苏州补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,10,16,3,3,17,19,18.1,0,0,0,1,0,0
94,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,昆明,,23411,成都补货B,10,10,0,0,0,0,10,0,10,0,0,0,0,1,7,25,7,14,28,30,10.4,0,0,1,1,0,0
95,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,银川,,23410,西安补货B,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,7,8,8,8,2.7,0,0,1,1,0,0
96,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,驻马店,,23409,武汉补货B,8,8,0,0,0,0,8,0,8,0,0,0,2,6,10,10,7,14,28,30,22.4,0,0,0,1,0,0
97,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,唐山,,23217,北京补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,10,16,2,3,5,5,5,0,2,1,0.6,0,0
98,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,南京,,23389,苏州补货B,10,10,0,0,0,0,10,0,10,0,0,0,0,6,8,9,7,14,28,30,93.3,0,0,0,1,0,0
99,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,济宁,,23412,济南补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,7,8,2,8,22,24,176,0,0,0,0,0,0
100,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,德州,,23412,济南补货B,35,35,0,0,0,0,31,0,31,4,0,0,11,13,19,37,2,2,16,18,14.4,0,14,1,0.533333333,0,0
101,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,锦州,,23408,沈阳补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,0,0,1,1,1,1,1.5,0,0,1,1,0,0
102,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,西宁,,23410,西安补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,14,28,30,70,0,0,0,0,0,0
103,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,汉中,,23410,西安补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,28,30,20,0,0,0,1,0,0
104,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸拉拉裤 XXL码18片,1.00155286233e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474699e+12,79,自营中小件,660,沈阳,,23408,沈阳补货B,59,59,0,0,0,0,59,16,75,0,0,0,2,4,23,62,7,14,28,30,33,0,0,1,1,0,0
106,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXL码38片,1.00224890142e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474132e+12,169,自营中小件,1380,广州,,23063,广州补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,1,4,20,7,14,28,30,29.4,0,0,1,1,0,0
